1904-01-01 00:00:00.000000,0
1904-01-01 00:00:00.003300,1
1904-01-01 00:00:00.006600,2
1904-01-01 00:00:00.009900,3
1904-01-01 00:00:00.013200,4
1904-01-01 00:00:00.016500,5
1904-01-01 00:00:00.019800,6
1904-01-01 00:00:00.023100,7
1904-01-01 00:00:00.026400,8
1904-01-01 00:00:00.029700,9
1904-01-01 00:00:00.033000,10
1904-01-01 00:00:00.036300,11
1904-01-01 00:00:00.039600,12
1904-01-01 00:00:00.042900,13
1904-01-01 00:00:00.046200,14
1904-01-01 00:00:00.049500,15
1904-01-01 00:00:00.052800,16
1904-01-01 00:00:00.056100,17
1904-01-01 00:00:00.059400,18
1904-01-01 00:00:00.062700,19
1904-01-01 00:00:00.066000,20
1904-01-01 00:00:00.069300,21
1904-01-01 00:00:00.072600,22
1904-01-01 00:00:00.075900,23
1904-01-01 00:00:00.079200,24
1904-01-01 00:00:00.082500,25
1904-01-01 00:00:00.085800,26
1904-01-01 00:00:00.089100,27
1904-01-01 00:00:00.092400,28
1904-01-01 00:00:00.095700,29
1904-01-01 00:00:00.099000,30
1904-01-01 00:00:00.102300,31
1904-01-01 00:00:00.105600,32
1904-01-01 00:00:00.108900,33
1904-01-01 00:00:00.112200,34
1904-01-01 00:00:00.115500,35
1904-01-01 00:00:00.118800,36
1904-01-01 00:00:00.122100,37
1904-01-01 00:00:00.125400,38
1904-01-01 00:00:00.128700,39
1904-01-01 00:00:00.132000,40
1904-01-01 00:00:00.135300,41
1904-01-01 00:00:00.138600,42
1904-01-01 00:00:00.141900,43
1904-01-01 00:00:00.145200,44
1904-01-01 00:00:00.148500,45
1904-01-01 00:00:00.151800,46
1904-01-01 00:00:00.155100,47
1904-01-01 00:00:00.158400,48
1904-01-01 00:00:00.161700,49
1904-01-01 00:00:00.165000,50
1904-01-01 00:00:00.168300,51
1904-01-01 00:00:00.171600,52
1904-01-01 00:00:00.174900,53
1904-01-01 00:00:00.178200,54
1904-01-01 00:00:00.181500,55
1904-01-01 00:00:00.184800,56
1904-01-01 00:00:00.188100,57
1904-01-01 00:00:00.191400,58
1904-01-01 00:00:00.194700,59
1904-01-01 00:00:00.198000,60
1904-01-01 00:00:00.201300,61
1904-01-01 00:00:00.204600,62
1904-01-01 00:00:00.207900,63
